customer_id,first_name,last_name,gender,age,country,email,phone,customer_type,loyalty_status,annual_income,booking_frequency,preferred_channel,customer_satisfaction
1164,David,Vasquez,Male,68,India,christine07@herrera.com,6229954855,Corporate,Premium,656369,7,Website,3.4
1165,Stephanie,King,Female,70,USA,andreabennett@perez-waller.org,6191776471,Leisure,Premium,2308687,5,Website,2.2
1166,Reginald,Webb,Female,58,Canada,millerwendy@mitchell.com,5044769159,Corporate,Silver,486754,4,Agent,2.9
1167,Sarah,Smith,Female,27,India,norrissteven@simmons.com,9716582685,Corporate,Silver,1250744,14,Mobile App,2.4
1168,Laura,Gutierrez,Female,32,Australia,austin18@cabrera.com,4966786183,Leisure,Silver,2362845,6,Website,2.7
1169,Kevin,Evans,Female,40,India,joshua84@glover.biz,1211508157,Leisure,Silver,1812019,3,Website,3.8
1170,Larry,Davidson,Male,45,Canada,gloria88@hubbard.org,4212277151,Leisure,Gold,2083604,5,Agent,4.1
1171,Michael,Bailey,Female,40,India,alicia03@vaughan-murphy.com,1635119399,Leisure,Platinum,1848170,9,Agent,4.4
1172,Julia,Brown,Male,27,Australia,martingary@hawkins.com,2313183437,Corporate,Premium,919835,13,Mobile App,4.2
1173,Katie,Aguirre,Female,70,India,pattersondanielle@andrade.com,6172760617,Corporate,Platinum,1468013,5,Website,3
1174,Matthew,Holmes,Male,29,UAE,xross@tran.com,2298907173,Leisure,Premium,2372852,14,Mobile App,4.1
1175,Jennifer,Foster,Female,56,Australia,sanchezlisa@wolfe.com,4478548521,Leisure,Gold,1331413,13,Mobile App,3.6
1176,Kelsey,Gonzalez,Female,52,Canada,carpenterpamela@yahoo.com,9733092921,Corporate,Platinum,650718,19,Agent,3.3
1177,Cassandra,Campbell,Male,62,India,lindseydelgado@burnett-landry.com,9691508998,Corporate,Premium,312021,7,Website,3.1
1178,Timothy,Perry,Female,26,India,mcconnelltamara@butler.biz,7413181691,Corporate,Premium,1813550,25,Website,2.9
1179,Janice,Graham,Male,53,UAE,robert60@hotmail.com,3137220628,Corporate,Gold,1241986,2,Agent,2.4
1180,Ann,Martinez,Male,42,Australia,austin05@yahoo.com,9799646621,Corporate,Platinum,1858956,2,Agent,2.3
1181,Stephen,Rodriguez,Male,48,Canada,johnhouston@bonilla-newton.org,8451542396,Corporate,Silver,916087,12,Website,2.2
1182,Oscar,Smith,Male,18,Canada,pbrown@hotmail.com,6927847922,Leisure,Gold,1065143,16,Agent,2.4
1183,Dustin,Dickson,Female,48,UAE,carlosle@gmail.com,5731954177,Leisure,Platinum,355404,10,Website,2.5
1184,Matthew,Nelson,Male,56,USA,katherine19@yahoo.com,9212644000,Corporate,Silver,1962583,14,Agent,4.8
1185,Andrea,Sullivan,Female,53,Australia,william83@conner.info,8912516278,Leisure,Premium,1253427,14,Website,2.8
1186,Tricia,Brady,Male,51,UAE,hayescraig@hotmail.com,1478792889,Corporate,Gold,1979409,20,Website,2.7
1187,Cindy,Williams,Male,70,Australia,jlee@levy.com,4027758990,Corporate,Platinum,2302428,11,Agent,3.9
1188,Daryl,Rivera,Female,28,India,bernardbrandi@rivera.info,5982301065,Leisure,Platinum,1116759,9,Website,2.3
1189,Sherry,Harris,Female,56,UK,amandahart@yahoo.com,2064680964,Corporate,Gold,1483661,6,Agent,2.3
1190,Perry,King,Male,56,India,jose04@yahoo.com,1535026547,Leisure,Gold,1146099,21,Website,2.7
1191,Michael,Simmons,Male,54,Canada,andrewatkinson@hotmail.com,2880326526,Corporate,Platinum,491598,2,Mobile App,2.3
1192,Erin,Woodward,Female,18,UK,mhoward@lane-coleman.net,1798972789,Leisure,Platinum,2398058,7,Mobile App,4.3
1193,Joseph,Brown,Female,26,Australia,rodriguezangela@clay.com,2166356672,Corporate,Premium,2008283,24,Agent,2.3
1194,Tina,Castro,Male,19,Canada,michael90@hotmail.com,3498046769,Leisure,Platinum,456901,10,Website,2.5
1195,Catherine,May,Female,23,Australia,juliejensen@yahoo.com,1474923921,Corporate,Gold,1204489,22,Agent,2.4
1196,Patricia,Taylor,Male,50,Canada,robertsmichael@rojas.com,5611498913,Leisure,Platinum,850282,11,Mobile App,3.1
1197,Lori,Cross,Female,20,Australia,dominique97@gmail.com,4613101944,Leisure,Gold,1175857,20,Agent,2.2
1198,Sydney,Randall,Male,54,Australia,jessica79@moon.com,9724092235,Leisure,Silver,362670,5,Mobile App,3.6
1199,Mark,Robles,Male,49,India,scrawford@yahoo.com,6949383030,Leisure,Premium,1011847,10,Website,2.2
1200,Matthew,Smith,Female,40,India,sethsmith@hotmail.com,9917266181,Corporate,Gold,2232488,9,Mobile App,4.9
1201,Heather,Wise,Female,59,USA,erik53@hotmail.com,7385215794,Corporate,Platinum,466063,12,Mobile App,3.2
1202,Patricia,Gamble,Male,46,UK,angela14@mathis.biz,4969068260,Leisure,Premium,650184,22,Mobile App,3.5
1203,Brittany,Murphy,Female,61,India,nicholasward@lopez-jones.com,7152182177,Corporate,Gold,333315,5,Website,2.9
1204,Eric,Murphy,Male,54,UAE,christianjones@gmail.com,9155371206,Corporate,Gold,1928325,15,Agent,2.3
1205,Derek,Barry,Female,47,Australia,jo46@mccoy-lynch.com,4260300438,Leisure,Silver,659965,6,Agent,2.3
1206,Melissa,Wiley,Female,67,UAE,willisbrandy@rodgers.com,8388997744,Corporate,Platinum,1678754,3,Mobile App,3
1207,Sarah,Jenkins,Female,31,Australia,riversangelica@martinez-harrison.com,6496584836,Leisure,Silver,1467589,15,Website,3.6
1208,Patricia,Gross,Female,27,Australia,barnespaul@nguyen.org,2944290503,Corporate,Premium,431379,20,Mobile App,2.2
1209,Megan,Thornton,Female,68,UAE,gonzalezjoshua@jones.com,7912813686,Leisure,Gold,526817,7,Website,4.9
1210,Rachel,Rose,Female,35,UK,qeverett@yahoo.com,6388306962,Corporate,Silver,894491,3,Mobile App,3.2
1211,Janice,Thompson,Female,63,UAE,garciajeffrey@gmail.com,9102383303,Leisure,Gold,1388200,6,Website,2.3
1212,Kayla,Hoover,Female,39,UK,ptaylor@gmail.com,320556720,Corporate,Gold,1764970,14,Mobile App,3.4
1213,Marissa,Harris,Male,62,UAE,marilyn31@yahoo.com,8281512503,Leisure,Platinum,341655,18,Agent,2.6
1214,James,Bentley,Male,38,Australia,sanchezbradley@gmail.com,8760718460,Leisure,Silver,931269,15,Website,3.5
1215,James,Mccarthy,Female,25,Australia,tashajones@hotmail.com,523829385,Leisure,Premium,2483939,24,Website,5
1216,Sarah,Rosario,Male,58,UAE,kporter@gmail.com,3286657463,Corporate,Silver,1216970,24,Website,3.3
1217,Tamara,Russell,Male,56,UAE,nmills@morris.com,2704265495,Corporate,Premium,1179810,7,Agent,3.7
1218,Thomas,Webb,Male,41,UK,mario65@gmail.com,2926110916,Corporate,Premium,1587506,17,Website,4.1
1219,Janet,Nelson,Female,44,UAE,sarahwright@hotmail.com,1160856620,Leisure,Premium,2086140,17,Mobile App,2.3
1220,Christina,Dominguez,Male,47,UAE,katherinesteele@yahoo.com,952844675,Leisure,Gold,982233,18,Mobile App,3.1
1221,Julia,Richardson,Female,58,UK,egarcia@yahoo.com,8185115847,Corporate,Silver,735419,3,Agent,2
1222,Alexandra,Allen,Female,24,UAE,robert49@hotmail.com,4376170982,Corporate,Platinum,2411251,19,Website,4
1223,Mark,Harris,Female,31,USA,reillymichael@yahoo.com,9239833498,Leisure,Platinum,780252,7,Mobile App,4.9
1224,Maria,Guzman,Female,68,UAE,brandon42@lawson-wells.org,286061501,Leisure,Platinum,331898,12,Website,3.5
1225,Thomas,Whitney,Female,60,UK,kristingarcia@yahoo.com,2809684749,Leisure,Platinum,1313152,1,Mobile App,2.1
1226,Matthew,Young,Male,27,UK,jonesandrew@ramirez.com,7088452493,Leisure,Premium,1014754,19,Mobile App,2.7
1227,Diane,Johnston,Female,30,Canada,patricia66@gmail.com,4584224061,Leisure,Silver,2099786,5,Agent,3.2
1228,Christopher,Bryan,Male,43,UK,emily84@gardner-mcgee.com,5628836040,Corporate,Platinum,1268756,4,Agent,4.4
1229,Jessica,Mitchell,Male,58,Canada,jessica04@schwartz.com,6840260073,Leisure,Premium,967117,11,Website,2.3
1230,Ronald,Bailey,Male,45,India,mariah49@conrad.com,2710107096,Corporate,Silver,630395,19,Mobile App,2.1
1231,Amanda,Morgan,Male,47,Australia,knoxnicole@higgins-young.com,3753469654,Leisure,Gold,1305466,21,Website,2.9
1232,Jennifer,Cain,Male,64,UAE,wilkinsonholly@powell.biz,6563588641,Leisure,Silver,1453286,3,Website,3.9
1233,Jeffery,Cruz,Male,25,UAE,heatherbell@yahoo.com,2077360473,Corporate,Silver,894900,10,Mobile App,4.7
1234,Stephanie,Smith,Male,22,UAE,hhernandez@yahoo.com,4512719747,Leisure,Gold,1939134,4,Mobile App,4.4
1235,Wendy,Sanchez,Female,22,UAE,aaron31@gmail.com,4099046540,Corporate,Gold,2061218,13,Mobile App,3.9
1236,Pamela,Ferguson,Female,69,USA,schneidersamantha@yahoo.com,9314721537,Corporate,Premium,342531,6,Agent,3.7
1237,Amy,Hill,Male,25,UK,warroyo@gmail.com,626426818,Leisure,Platinum,321032,6,Agent,4.2
1238,Michael,Church,Male,30,Canada,wfox@miller.com,8990657015,Corporate,Silver,2472628,17,Website,2.6
1239,Kelly,Morgan,Female,25,USA,brian50@yahoo.com,4685253680,Corporate,Premium,881183,8,Website,4.2
1240,Cheryl,Johnson,Male,35,UK,hayley62@hotmail.com,2354114968,Leisure,Gold,685749,12,Agent,3.7
1241,Laura,Patterson,Female,47,Australia,dean65@hotmail.com,4439548012,Leisure,Platinum,2450237,13,Website,2.8
1242,Samantha,George,Male,61,Australia,christophershepherd@gmail.com,7255199295,Leisure,Platinum,731571,19,Agent,2.9
1243,Joshua,Baker,Male,64,UAE,lbolton@yahoo.com,5724923192,Leisure,Platinum,2077283,20,Agent,2.8
1244,Amber,Mora,Female,57,India,matthewkim@lopez.info,8704425219,Leisure,Platinum,1137689,19,Mobile App,3.1
1245,Angela,White,Male,46,USA,agarcia@gmail.com,7542466517,Corporate,Premium,2018860,10,Agent,4.5
1246,Justin,Hayden,Female,43,India,joshua24@yahoo.com,9451214687,Corporate,Gold,1653422,14,Website,3.1
1247,Nicole,Fox,Male,31,Australia,monica39@kennedy-barnett.com,1747337482,Leisure,Premium,908340,25,Mobile App,2.4
1248,Adrian,Mason,Female,62,India,donald87@gmail.com,4742260427,Leisure,Gold,2251931,19,Mobile App,4.7
1249,Jack,Peterson,Male,42,UK,averyalex@stephens-skinner.info,345292712,Corporate,Gold,731678,18,Mobile App,4.1
1250,Justin,Caldwell,Male,54,Australia,mitchellsteve@rivera-sexton.net,2872922575,Leisure,Platinum,1632879,11,Website,2.6
1251,Dawn,Hogan,Female,49,India,michael26@yahoo.com,1191027908,Leisure,Platinum,800208,4,Mobile App,2.5
1252,Jeremy,Allen,Female,55,UAE,xlindsey@navarro.com,2757316382,Corporate,Silver,1495531,1,Agent,4.3
1253,Joe,Duran,Male,47,UK,greendavid@padilla.com,4923521961,Corporate,Platinum,455223,18,Agent,2.1
1254,Elizabeth,Rice,Male,22,UAE,johnsoncurtis@marsh.com,7222344149,Corporate,Platinum,1562478,9,Mobile App,4.3
1255,Melissa,Walker,Female,23,Canada,swright@smith.com,5100494974,Leisure,Platinum,497437,13,Mobile App,4.1
1256,Kathleen,Bentley,Female,49,Australia,edward21@gmail.com,4591636467,Corporate,Premium,730937,1,Website,2.1
1257,Mary,Gallagher,Male,26,India,janetarmstrong@gmail.com,2767942243,Leisure,Platinum,1249344,6,Website,2.6
1258,Annette,Thornton,Female,70,Canada,kristineherman@yahoo.com,5232594222,Corporate,Silver,1389209,2,Website,2.1
1259,Daniel,Hamilton,Female,22,UK,qsmith@moyer.com,6560599940,Leisure,Platinum,1432093,23,Website,4.8
1260,James,Fleming,Female,25,USA,bwilliams@hunter.com,3642181915,Leisure,Gold,2033480,21,Mobile App,4
1261,Steven,Lynn,Male,54,UAE,johnsonrenee@hotmail.com,6517513840,Leisure,Premium,1650194,25,Agent,3.4
1262,John,Parker,Male,34,UK,ycarlson@grant.com,7945719899,Corporate,Premium,1316599,22,Agent,4.2
1263,Emma,Rollins,Male,62,India,alfred25@hotmail.com,5837120430,Corporate,Platinum,552777,7,Website,4
1264,Caroline,Roberts,Female,70,UAE,robinmahoney@gmail.com,825139150,Corporate,Platinum,738450,11,Website,4.4
1265,Kevin,Rogers,Female,66,UK,davidalvarez@sanford-richards.com,4136972516,Leisure,Gold,2416074,4,Website,2.7
1266,Sean,Wilson,Female,42,UAE,carlos89@gmail.com,9580801289,Corporate,Platinum,1088334,3,Mobile App,3.3
1267,Jill,Mason,Female,54,Australia,shannonroberts@gmail.com,774311628,Corporate,Gold,2233381,4,Agent,2.3
1268,Tammy,Phillips,Male,47,USA,amber09@gmail.com,4947421491,Leisure,Silver,2297497,22,Agent,3.4
1269,Collin,Allen,Female,25,Canada,lewispaige@baldwin.net,601569484,Corporate,Premium,2109731,7,Website,3.2
1270,Tina,Curry,Female,50,UK,aturner@gmail.com,455310299,Corporate,Platinum,1443320,12,Website,2.1
1271,Kristen,Reyes,Female,64,UAE,jamieellison@gmail.com,253738138,Corporate,Premium,1094609,13,Website,3.8
1272,Robert,Adams,Female,51,UAE,keyhannah@gmail.com,4788170386,Corporate,Silver,1344147,4,Website,2.3
1273,Jennifer,Garcia,Male,54,UK,cgomez@hotmail.com,7178449287,Corporate,Silver,723758,9,Website,4.6
1274,Doris,Nichols,Female,43,UAE,timothywolf@morales.biz,3700983443,Corporate,Gold,1425193,16,Website,2.5
1275,Travis,Walsh,Male,40,Australia,mooretimothy@yahoo.com,8988075916,Leisure,Premium,313031,4,Website,3.5
1276,Amanda,Rich,Female,65,UK,dsharp@yahoo.com,5802741164,Corporate,Gold,1621677,22,Website,2.5
1277,Vanessa,Boone,Female,47,USA,kristin68@simpson.info,8362260919,Corporate,Platinum,2094837,11,Website,2.5
1278,Victoria,Yoder,Female,22,USA,lopezlori@gmail.com,1700423781,Corporate,Premium,2287387,19,Website,3.5
1279,Michael,Cunningham,Male,48,India,linda45@gmail.com,1373759289,Corporate,Silver,1519110,8,Agent,3.5
1280,Caleb,Kennedy,Male,67,India,aaronlamb@white.com,8394190260,Corporate,Premium,1707932,15,Mobile App,4.2
1281,Jessica,Lawson,Female,60,UAE,fhiggins@hotmail.com,2870164004,Leisure,Premium,2224140,1,Mobile App,2.9
1282,Theresa,Douglas,Female,51,Australia,charlene32@gmail.com,8744229327,Leisure,Silver,1432199,22,Agent,4.2
1283,Shannon,Holloway,Male,27,UAE,wmcdonald@gmail.com,3320756309,Corporate,Gold,1798181,16,Website,2.7
1284,Lauren,Bowman,Female,41,USA,michael21@lamb.com,288335864,Corporate,Gold,1884516,21,Website,4.9
1285,Kimberly,Maldonado,Female,51,USA,antonio13@ortiz-foster.com,8562342443,Leisure,Premium,1689135,13,Agent,3.3
1286,Susan,Day,Female,37,USA,patelmichelle@edwards.net,4301486215,Corporate,Premium,815736,14,Mobile App,3.7
1287,Christopher,Allen,Female,36,India,vweaver@boyd.com,3041395454,Corporate,Platinum,917112,15,Agent,2.5
1288,Tina,Dean,Female,57,Canada,rmorrison@hotmail.com,5878304701,Corporate,Premium,2341891,10,Website,4.4
1289,Megan,Sharp,Male,47,India,pross@hotmail.com,2678374540,Corporate,Premium,817727,2,Mobile App,2.9
1290,Timothy,Wright,Female,40,Australia,maddoxjulia@hotmail.com,3425747002,Corporate,Silver,1354588,5,Mobile App,4.6
1291,Ryan,Mullins,Male,23,Australia,phillipsrebecca@may-garcia.com,5240779847,Leisure,Gold,1125134,14,Agent,4.8
1292,Diane,Brown,Female,32,India,alvarezmargaret@hotmail.com,3168885485,Leisure,Premium,1343242,22,Agent,3.2
1293,Stephanie,Tyler,Female,24,UK,sandra72@gmail.com,9147488100,Leisure,Premium,1026881,19,Mobile App,4
1294,Christy,Wright,Female,69,Canada,bmartinez@yahoo.com,4909664190,Corporate,Gold,1348661,5,Mobile App,3.7
1295,Tyrone,Ellison,Female,37,India,robinsonscott@mathews.net,5785407652,Leisure,Platinum,1069118,13,Mobile App,2.3
1296,David,Bernard,Female,62,UK,swolfe@castro-chase.com,4626827982,Leisure,Platinum,1785596,14,Mobile App,3.3
1297,Connor,Adkins,Female,47,India,ryan50@gmail.com,2696653412,Corporate,Platinum,670898,25,Website,3.8
1298,Kathy,Martinez,Female,68,USA,garciakyle@yahoo.com,4808430223,Leisure,Gold,1530370,2,Mobile App,2.4
1299,Joshua,Ray,Male,47,Canada,elaineglenn@peterson.net,2275862923,Leisure,Silver,655085,2,Mobile App,4.5
1300,Rachel,Vang,Male,39,Canada,jeffreyguzman@salazar.com,5629090179,Corporate,Premium,2319422,23,Mobile App,4.6
1301,Andrew,Baker,Male,65,Canada,kathleen60@hotmail.com,462011970,Corporate,Gold,2465368,5,Agent,4.2
1302,Melissa,Young,Female,26,USA,williamstimothy@park-miller.info,3281602293,Corporate,Premium,1603970,24,Website,4.4
1303,Caroline,Ellis,Male,25,India,wilcoxrobert@gmail.com,8783396890,Corporate,Gold,807655,17,Website,2.7
1304,Ashley,Fox,Male,48,India,frank67@griffin.info,6768244938,Leisure,Platinum,533426,4,Mobile App,3.2
1305,Kaitlyn,Simmons,Male,70,USA,donaldcooke@gmail.com,1885021368,Leisure,Platinum,816723,14,Website,3.9
1306,Jeanne,Stout,Male,27,Australia,taylorgreen@bradley.com,9680262692,Corporate,Gold,2445449,24,Agent,3.6
1307,Tonya,Wallace,Female,48,UK,tmorgan@bennett.com,3028144361,Leisure,Silver,2367641,12,Agent,2.8
1308,Morgan,Porter,Female,62,India,javierallen@gmail.com,1166032428,Leisure,Platinum,2081878,5,Website,2.9
1309,Matthew,Vaughn,Male,54,UAE,watkinsshane@davis.net,1725806776,Corporate,Premium,442956,21,Agent,4.7
1310,James,Norton,Female,20,UK,jennifer27@herrera-mejia.com,3887312779,Corporate,Platinum,2222459,9,Website,4.9
1311,Amanda,Fernandez,Female,50,Canada,zsolis@gmail.com,1396610498,Corporate,Premium,1938397,17,Website,2.5
1312,Jason,Perry,Male,40,Australia,franklinroy@yahoo.com,7179083602,Leisure,Platinum,887367,9,Agent,2.9
1313,Allison,Ritter,Female,22,Australia,kimberlyperez@yahoo.com,7899362191,Leisure,Platinum,2278672,20,Agent,2.5
1314,Jose,Espinoza,Female,26,Australia,smithandrew@chen.biz,6095187001,Leisure,Premium,1993550,3,Website,2.1
1315,Christopher,Martinez,Male,32,India,zacharycarter@gmail.com,1708308863,Corporate,Platinum,2298220,11,Website,4.9
1316,Bradley,Bond,Male,24,USA,yolandafrazier@gmail.com,3382306657,Leisure,Platinum,569986,2,Agent,2.8
1317,Robert,Gilbert,Male,65,India,stewartjerry@butler.net,4022947861,Leisure,Premium,423561,6,Mobile App,2.3
1318,Andrea,Cannon,Female,42,USA,jasonsanford@simon-brooks.com,5918102076,Corporate,Gold,1359040,16,Mobile App,4
1319,Fred,Gray,Male,30,Australia,lewisandrew@perez-jimenez.com,6733494001,Corporate,Platinum,1106547,3,Agent,2.1
1320,Nicholas,Barnes,Male,31,India,leonardwhite@gmail.com,9498766574,Corporate,Silver,1808108,25,Mobile App,3.7
1321,Eric,Hawkins,Male,39,USA,clarkkevin@yahoo.com,4116263216,Leisure,Gold,1170212,19,Mobile App,3.5
1322,Robert,Raymond,Female,57,Canada,courtneyjohnson@gmail.com,9821203909,Corporate,Silver,2140788,14,Agent,3.1
1323,Thomas,Peters,Male,54,India,taylorann@marshall.biz,9555840908,Corporate,Premium,723259,4,Mobile App,2.7
1324,Steven,Davis,Female,19,USA,santiagokevin@lynch-rodgers.com,3244779781,Leisure,Premium,1937567,23,Mobile App,2.2
1325,Sheryl,Montoya,Male,36,India,brittanycarpenter@cardenas.info,7273163068,Corporate,Premium,1974448,20,Website,3.6
1326,Stephanie,Burgess,Male,55,UAE,pittsamy@gmail.com,3677785716,Leisure,Silver,435370,11,Mobile App,2.8
1327,Eddie,Dixon,Female,66,India,alishawilliams@miller-shelton.net,9140212925,Corporate,Gold,1682481,25,Agent,4.7
1328,Linda,Palmer,Male,33,UAE,theresakirk@hotmail.com,4835753096,Corporate,Silver,1750581,3,Mobile App,3.8
1329,Michael,Cole,Male,53,UAE,joshuabrown@adams.com,5891122747,Corporate,Premium,475074,4,Website,3.5
1330,Wesley,Wallace,Male,59,UK,william65@butler.biz,2344629983,Leisure,Platinum,1572628,8,Website,4.8
1331,Laura,Ruiz,Male,67,USA,diana52@yahoo.com,9242114250,Leisure,Silver,2322381,2,Mobile App,4.3
1332,Benjamin,Edwards,Male,45,Australia,bryantronald@gmail.com,4886334000,Leisure,Gold,784791,15,Website,4.7
1333,Austin,Taylor,Female,40,USA,marcus15@thompson-mason.com,2341527490,Leisure,Platinum,542944,8,Website,2.3
1334,Zachary,Mayo,Male,32,UAE,nixondeanna@hotmail.com,2999084963,Corporate,Silver,1348250,2,Website,2.2
1335,Tina,Jordan,Female,29,UK,morrisonkathy@thomas.info,5977796437,Corporate,Premium,1766611,20,Agent,4.7
1336,James,Norman,Female,26,Canada,barnettstephen@parker.com,1902644287,Leisure,Platinum,813283,22,Website,2.2
1337,Lisa,Morris,Male,49,Australia,nicholas15@gmail.com,4189323562,Leisure,Gold,2160349,23,Mobile App,4.8
1338,Nathan,Bailey,Female,59,USA,timothy39@brown.org,7887462842,Leisure,Premium,2411603,4,Website,3
1339,Timothy,Davis,Female,63,Canada,barnesedward@gmail.com,2758611789,Leisure,Premium,629026,7,Website,4.5
1340,Paul,Hopkins,Male,37,Australia,melissacain@hotmail.com,3934848237,Corporate,Silver,1861916,24,Website,2.1
1341,Brittany,Smith,Male,62,UAE,fhood@hotmail.com,4018410821,Leisure,Silver,389295,16,Website,2.8
1342,Tonya,Flynn,Female,37,India,thernandez@hotmail.com,1100625353,Corporate,Premium,1910345,16,Website,4.6
1343,Bobby,Chavez,Female,46,India,stephenwright@guzman.info,9202606631,Corporate,Gold,1891012,6,Agent,3.3
1344,Alexander,Glass,Male,60,UK,bakerchad@kline-anderson.com,8095058707,Corporate,Premium,409018,20,Mobile App,4.8
1345,Vincent,Ortiz,Female,69,Canada,bonnie23@hotmail.com,5736829092,Corporate,Silver,1730024,24,Agent,3.3
1346,Richard,Rogers,Female,68,Australia,andrew42@gonzales-lloyd.com,8564382041,Corporate,Silver,1927853,24,Agent,2.9
1347,Yvonne,Roberts,Female,45,Canada,stacey45@deleon.biz,8996347836,Leisure,Gold,1899250,15,Agent,5
1348,Sara,Glass,Male,26,India,millerbrooke@brown-bates.com,3315736668,Leisure,Premium,658767,8,Agent,2.9
1349,Jeremy,Bradshaw,Female,20,Canada,scottalyssa@moore.info,4252930706,Leisure,Premium,1427208,22,Mobile App,4.3
1350,Rebecca,Collins,Male,25,UK,richardsonhannah@fernandez-tyler.info,1428637925,Leisure,Premium,1049876,15,Mobile App,2.1
1351,Christine,Hill,Male,47,India,christinejohnson@williams.com,9974181500,Leisure,Platinum,1213697,14,Website,3.7
1352,Matthew,Jones,Male,35,Canada,dominiqueburton@jones.com,1445227065,Leisure,Silver,2147337,6,Mobile App,4.3
1353,Emily,Parker,Female,34,UAE,vburton@williams.com,5140047206,Corporate,Gold,1031886,5,Agent,4
1354,Joshua,Bailey,Male,25,Australia,harveycrystal@gutierrez.net,3110113985,Corporate,Gold,2425334,15,Agent,3
1355,Kimberly,Rollins,Male,21,Australia,timothyrojas@olson.com,3026302869,Leisure,Premium,367604,22,Mobile App,3.6
1356,Matthew,Weaver,Male,56,USA,grojas@yahoo.com,2105849458,Leisure,Silver,624971,17,Mobile App,2.3
1357,Jasmine,Brown,Male,33,USA,amanda01@cox-owens.com,4031232612,Leisure,Premium,2044703,3,Agent,3.3
1358,Michele,Douglas,Female,27,India,jenkinsjustin@shaffer.com,8628697786,Leisure,Premium,1705032,14,Agent,3.1
1359,Michelle,Stephens,Female,57,India,efriedman@hotmail.com,9800227679,Corporate,Premium,487110,10,Website,4.7
1360,Jacqueline,Wells,Male,24,Canada,zmcpherson@gonzalez.com,7250267114,Corporate,Premium,2442434,23,Agent,3.5
1361,Judith,Contreras,Female,31,UAE,cgarcia@yahoo.com,3362727340,Corporate,Gold,1898405,25,Agent,2.2
1362,Amber,Lester,Male,32,Canada,andrea67@willis.com,407420988,Leisure,Silver,515719,20,Mobile App,4
1363,Andrea,Lewis,Female,38,UK,watsonfranklin@stanley-johnson.info,7827740277,Corporate,Premium,1323531,11,Website,4.4
1364,Meredith,Kim,Female,32,UAE,briantaylor@gmail.com,5666435514,Leisure,Silver,1311022,15,Agent,4.9
1365,Kayla,Moody,Female,41,India,sharon58@yahoo.com,3057669179,Leisure,Silver,1819583,21,Mobile App,3.8
1366,Alicia,Diaz,Female,68,UAE,amandalopez@hotmail.com,7079653750,Corporate,Gold,1327369,25,Mobile App,4
1367,Sandra,Wright,Male,56,UK,andrewwagner@dougherty-howell.net,6384625270,Leisure,Premium,1616358,4,Website,3.2
1368,Michael,Little,Male,54,UAE,sandersmegan@perkins-deleon.com,8945817857,Corporate,Gold,2204504,1,Website,2.4
1369,Monica,Olson,Female,66,Canada,connierodriguez@walker.com,3747631832,Leisure,Silver,830151,2,Mobile App,2.1
1370,David,Weaver,Male,22,USA,nharris@gmail.com,9730719709,Leisure,Platinum,1786326,5,Mobile App,4.1
1371,Michelle,Decker,Male,63,UK,markcook@anderson-martin.info,8239830253,Corporate,Premium,1711972,19,Agent,3.8
1372,Cindy,Ortiz,Male,22,Australia,carrie40@lee.net,7055569310,Leisure,Platinum,2014944,21,Mobile App,4.2
1373,Bobby,Simmons,Female,36,UAE,megan03@yahoo.com,5919942890,Corporate,Gold,2436469,3,Website,4.7
1374,James,Williams,Female,61,Australia,jadecarpenter@yahoo.com,4457807359,Leisure,Platinum,1644009,15,Website,3.5
1375,Jasmine,Cervantes,Female,67,India,philipramos@munoz.com,5905859120,Corporate,Premium,2369022,11,Website,3.7
1376,Ann,Norris,Female,36,UK,allenlaura@hotmail.com,4270847601,Leisure,Premium,1048330,5,Website,4.4
1377,Rachael,Wilson,Male,45,Canada,stevensjohn@gmail.com,2514794465,Leisure,Premium,717192,12,Mobile App,2.5
1378,Sarah,Wallace,Female,35,UAE,gordonjenna@watson-stewart.com,6961848309,Leisure,Gold,1010182,10,Mobile App,5
1379,Jade,Gallagher,Male,32,Australia,zlawrence@jordan-higgins.com,8296610699,Leisure,Gold,702552,7,Agent,4.5
1380,Christopher,Cooper,Male,19,Canada,bakerjoseph@gmail.com,8306612463,Corporate,Gold,327955,16,Website,3.1
1381,Karen,Mitchell,Female,54,UAE,eestrada@anderson.com,4306221313,Leisure,Gold,2203582,10,Website,4.1
1382,Kevin,Young,Male,46,UAE,brendawilliams@smith-turner.com,6969865438,Leisure,Premium,664333,5,Mobile App,4.2
1383,Larry,Sherman,Male,40,India,johnthornton@hotmail.com,4522767017,Corporate,Silver,1672022,6,Agent,3
1384,Katelyn,Murphy,Female,58,Australia,andersoncathy@hall.com,2257047856,Corporate,Premium,460880,14,Website,4.8
1385,Nichole,Spencer,Female,30,Canada,millerjacob@gmail.com,7594844247,Corporate,Silver,1331436,5,Agent,3.1
1386,Teresa,Thompson,Male,61,USA,maycarrie@little-terry.com,6173134517,Leisure,Platinum,935156,16,Website,4.2
1387,Ronald,Price,Female,26,USA,stonecynthia@carrillo-martin.com,2229758063,Corporate,Gold,313412,14,Website,3.5
1388,Chad,Alvarez,Male,63,USA,laurenclark@yahoo.com,8854462027,Corporate,Platinum,1403411,20,Mobile App,3.9
1389,Matthew,Jackson,Male,58,UK,tanyabaxter@yahoo.com,7536843552,Leisure,Gold,1558713,8,Mobile App,4
